apollo_person_id,company_name,company_domain,contact_name,contact_title,category_norm,proxy_use_case,title_tier,proxy_relevance
625856a91a1d5900015eee08,AgencyAnalytics,agencyanalytics.com,Jay Pa***l,Product Manager - Integrations,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
66fadc44d9ca5f0001b3d542,Y42,y42.com,Hung Da***g,CEO & Founder,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
6789d8f739221000017f66f2,PriceManager,pricemanager.com,John Sw***k,Founder / CEO,Other / Unknown,Needs validation,A,HIGH
5e6b6777c24432000163b237,ClearDemand Price Optimization,cleardemand.com,Alex Mo***d,CEO,E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
66f56421ddcead00013b6830,ClearDemand Price Optimization,cleardemand.com,James Si***s,"Board Member, Advisor, Founder",E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
5f76f3abe6ab140001c7d3ff,ClearDemand Price Optimization,cleardemand.com,Reshma Kr***a,Head of Product,E-commerce / Price Intelligence,Marketplace / retail price monitoring,C,HIGH
66f71c4bc180660001ba3e54,CI Radar,ciradar.com,Andre' Ha***d,CTO,Other / Unknown,Needs validation,A,HIGH
66f42a58c4a53300019a6178,CI Radar,ciradar.com,Mark La***e,President & Founder,Other / Unknown,Needs validation,A,HIGH
66fad7b9a4baf80001207864,ClickGUARD,clickguard.com,Ralph Pe***r,CEO,Other / Unknown,Needs validation,A,HIGH
66f417194351e300018f664c,Peak,peak.com,Omer In***u,Chief Executive Officer,Other / Unknown,Needs validation,A,HIGH
66f94b906119970001463a30,Peak,peak.com,Ramis Bu***k,COO & CFO,Other / Unknown,Needs validation,A,HIGH
6718d4cbae0b910001308fa3,Partoo,partoo.co,Clement Bo***d,Chief Operations Officer (COO),SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
60fe80d7622c4b00017de0bd,Partoo,partoo.co,Jonas Mo***t,CTO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f15a0a4445da000121ced8,Partoo,partoo.co,Thibault Re***f,Co-CEO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f36fdb80808700013df9f6,Coefficient,coefficient.io,Navneet Lo***l,Co-Founder & CEO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
66f2ffaf38ed3d0001f78a27,Coefficient,coefficient.io,Ben Cr***l,COO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
66f2a246bcc3a2000121da43,Coefficient,coefficient.io,Tommy Ts***i,Co-Founder,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
5571457573696457dfaf1400,Badger.io,honeybadger.io,Starr Ho***e,Cofounder,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f53c650c495c000134cfa2,Airops,airops.com,Berna Go***z,CTO & Co-Founder,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f2b769047e9f0001005574,Airops,airops.com,Matt Ha***l,Co-founder and COO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f2b68b9f2bfa0001a92768,Airops,airops.com,Alex Ha***y,"CEO at AirOps - Take Action, Win AI Search",SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f9bde283ba0c000165393b,Huckabuy,huckabuy.com,Geoff At***n,Founder and CEO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f7992adad8b9000133734e,Funnel Science,funnelscience.com,Alex Fe***r,Founder,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
60ec60e14c453f00011a0b99,Prestashop,prestashop.com,Olivier Fo***e,Chief Technology Officer - ExCom Member,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
54a6f75d746869705abec408,Prestashop,prestashop.com,Fabien Mo***u,VP of Engineering,SEO / SERP Data,SERP scraping / rank tracking,B,HIGH
54a3a7d37468693209673108,Prestashop,prestashop.com,Emilie To***e,VP Growth Marketing,SEO / SERP Data,SERP scraping / rank tracking,B,HIGH
67dd54a7693e6f0001f7bc1a,Prestashop,prestashop.com,Mathieu Ro***x,VP Plateform Engineering & Enterprise Architecture,SEO / SERP Data,SERP scraping / rank tracking,B,HIGH
63ecbf641a445a000107058d,Prestashop,prestashop.com,Paule Mo***t,Head of Product,SEO / SERP Data,SERP scraping / rank tracking,C,HIGH
66f9e28643be6c000181a266,Clickx,clickx.io,Solomon Th***y,Co-Founder,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
57d5a230a6da9853d62c6e66,Clickx,clickx.io,Rakesh Be***a,Product Manager,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
60e69d95c334470001b2c411,Samidefense,sami.com.sa,Thamer Al***d,Chief Executive Officer,Other / Unknown,Needs validation,A,HIGH
66ec105fa49e8000011d9cb1,Samidefense,sami.com.sa,Mohammad Al***i,Chief Technology Officer and Acting EVP of Emerging Technologies,Other / Unknown,Needs validation,A,HIGH
66f4d4bcedc4a80001ab630b,seoClarity,seoclarity.net,Orrin Wo***f,COO,Other / Unknown,Needs validation,A,HIGH
66fd73d081fb8b0001ade262,seoClarity,seoclarity.net,Mitul Ga***i,Co-Founder & Chief Architect,Other / Unknown,Needs validation,A,HIGH
6819e15232ca340001405868,Sentryc,sentryc.com,Nicole Ho***n,CEO & Co-Founder,Other / Unknown,Needs validation,A,HIGH
66f135c38b64ff000102f80b,Bforeai,bfore.ai,Sebastian Ce***o,CTO & Co Founder,Other / Unknown,Needs validation,A,HIGH
604fa965ad14f80001cae02a,Bforeai,bfore.ai,Arnaud Lo***z,Senior Product Manager,Other / Unknown,Needs validation,D,HIGH
66fadab418980c00019fbdbe,Parabola,parabola.io,Alex Ya***n,Founder and CEO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
6114d0a033eaa300012316a7,Parabola,parabola.io,Brian Sa***z,Product Lead,Web Scraping / Data Extraction,Web crawling / data extraction at scale,D,HIGH
54a3cc797468692abf1f7213,Visualping,visualping.io,Cyril Co***n,CTO,Other / Unknown,Needs validation,A,HIGH
6331d4d5def05900012ff241,Visualping,visualping.io,Matthew Fa***e,Head of Product,Other / Unknown,Needs validation,C,HIGH
60f5b046a93b780001160b03,Proposify,proposify.com,Kyle Ra***i,Co-Founder and CEO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
66f15ff5905ded00018641d0,Proposify,proposify.com,Marc-Andre La***e,CTO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
66f1c17bc49e7b0001412d9f,Proposify,proposify.com,Kathy Do***e,COO / CFO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
679ba31c121a1200015f3012,Linkgraph,linkgraph.com,Carlos Ma***z,SEO Campaign Manager,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
54a4b3f674686932096a6b5c,Linkgraph,linkgraph.com,Wendy Al***r,SEO Campaign Manager,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
606ef478d3b4b60001117179,Linkgraph,linkgraph.com,John Go***n,SEO Account Manager,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
66ffdfcaa4e4a10001f6bf4a,ConnectedView,connectedview.com,Heather Kl***n,Chief Operating Officer,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
54a9706d74686930adc52113,ConnectedView,connectedview.com,Daniel St***r,Product Manager,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
66f7c73ed120320001977d3d,pharosIQ,pharosiq.com,Jeffrey Ro***e,Chief Executive Officer,Other / Unknown,Needs validation,A,HIGH
611e2324c1a513000133d09d,pharosIQ,pharosiq.com,Veronika Ko***a,VP of Engineering,Other / Unknown,Needs validation,B,HIGH
61136855d508920001b8017a,Clixtell,clixtell.com,Yigal Co***n,Co-Founder,Other / Unknown,Needs validation,A,HIGH
5b1abfbda6da9828bf86954c,Clixtell,clixtell.com,Yoram Co***n,Co-Founder,Other / Unknown,Needs validation,A,HIGH
60a4d858e5c1640001836d09,Luca,luca-app.de,Philipp Be***r,Founder & CTO,Other / Unknown,Needs validation,A,HIGH
6904aa4b3c92df0001e017c9,Luca,luca-app.de,Philipp Ei***r,COO,Other / Unknown,Needs validation,A,HIGH
66f4144446e91900013cefe1,Luca,luca-app.de,Patrick He***g,Co-Founder & Geschäftsführer,Other / Unknown,Needs validation,A,HIGH
6704e831377ed40001e5ac30,MakerSights,makersights.com,Dan Le***y,"Co-founder, CEO",E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
66f4429c70adb3000126b268,MakerSights,makersights.com,Matthew Fi***d,Co Founder,E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
5fca03960b44500001c62ac0,MalouApp,malou.io,Louiza Ha***e,Cofounder & CEO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f3e6b531c7f4000186e22e,MalouApp,malou.io,Emanuel Al***y,COO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
54a58d337468692fa20e609b,MalouApp,malou.io,Victor Sa***e,CTO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
55c3ab8b73696410e19e4300,MalouApp,malou.io,Waad To***i,Cofounder & CPO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
54c23ea07468691639b19a86,MalouApp,malou.io,Sarah Sc***t,Content & SEO Manager,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
66fa29b39901a20001ef15ca,Macrometa,macrometa.com,Boris Gu***v,VP of Engineering,SEO / SERP Data,SERP scraping / rank tracking,B,HIGH
6412e49eb378510001574016,Keyword.com,keyword.com,Anita Ch***s,CEO,Other / Unknown,Needs validation,A,HIGH
610a513a30802d0001413469,Cyabra,cyabra.com,Dan Br***y,Co-Founder and CEO,Other / Unknown,Needs validation,A,HIGH
610a513c4595670001f46f89,Cyabra,cyabra.com,Ido Sh***a,Co-Founder and CTO,Other / Unknown,Needs validation,A,HIGH
56f44279f3e5bb6447002b90,Cyabra,cyabra.com,Yossef Da***r,Co-Founder and CPO,Other / Unknown,Needs validation,A,HIGH
6725d00e547ba500015ea37a,Cyble,cyble.com,Beenu Ar***a,Co-Founder and CEO,Other / Unknown,Needs validation,A,HIGH
6767e32cea29660001cbbce6,Cyble,cyble.com,Sonali Gu***a,Vice President and Head of Engineering,Other / Unknown,Needs validation,B,HIGH
5c54490da3ae61e8366d7903,Cyble,cyble.com,Amar My***a,Head of Product - ODIN,Other / Unknown,Needs validation,C,HIGH
66f5c06c4ea3d1000181ab82,Shopperapproved,shopperapproved.com,Christopher Bu***e,Chief Technology Officer,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f87f0b8dcef00001510657,Shopperapproved,shopperapproved.com,Scott Br***y,Co-Founder » Golf Logics » Indoor Golf Training Center | VIP Swing Analysis & Golf Lessons,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f1d25223a8340001e35907,Digitalwavetechnology,digitalwavetechnology.com,Oleg Si***n,Chief Technology Officer,E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
656430f40c49bd0001e4f69f,Digitalwavetechnology,digitalwavetechnology.com,Muhammad Wa***d,Chief Executive Officer,E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
66f2913bc144370001d93734,Digitalwavetechnology,digitalwavetechnology.com,Lori Sc***r,"CEO, Board Member, Cofounder - Digital Wave Technology, Inc. - Www.digitalwavetechnology.com",E-commerce / Price Intelligence,Marketplace / retail price monitoring,A,HIGH
686a0ef44ada2500014679a2,Digonex,digonex.com,Greg Lo***n,President and Chief Executive Officer,Other / Unknown,Needs validation,A,HIGH
6103f9b713fa1700013b9c60,diib,diib.com,Jeff St***l,Chief Executive Officer,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
5fadbbdfb21f9c000131fa0f,diib,diib.com,Mike Po***a,Chief Revenue Officer | Chief Operating Officer,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f5d74bbac945000188e369,diib,diib.com,Daniel Ur***n,Founder,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
65179bc6e7ff68000109c8bf,Lyzr Platform,lyzr.ai,Siddharth As***n,Chief Business Officer,Other / Unknown,Needs validation,A,HIGH
60a7f6a4b9430a0001c5268a,Lyzr Platform,lyzr.ai,Joel Ka***y,Chief Business Officer,Other / Unknown,Needs validation,A,HIGH
66f41e725506cf00013070e6,Lyzr Platform,lyzr.ai,Siva Su***a,Founder & Builder,Other / Unknown,Needs validation,A,HIGH
679ff879af4dfc0001a81bbf,OneSchema,oneschema.co,Andrew Luo,Co-Founder & CEO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
54aa9b62746869236676370e,METAPYXL,metapyxl.com,Jennifer Wa***g,Co-Founder,Other / Unknown,Needs validation,A,HIGH
610baac3048b170001d27751,Cube,cube.dev,Pavel Ti***v,Co-founder & CTO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f104f582520200017ae706,Cube,cube.dev,Artyom Ke***v,Co-Founder / CEO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
602e1625dd8cfb000134079c,Cube,cube.dev,Igor Lu***n,Head of Product,SEO / SERP Data,SERP scraping / rank tracking,C,HIGH
66a6a207f4d32a00010b5688,daasity,daasity.com,Joe Rz***i,CTO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
66fa4e929ff6510001856fff,daasity,daasity.com,Dan Le***c,CEO,Web Scraping / Data Extraction,Web crawling / data extraction at scale,A,HIGH
60115666ce53e30001d19777,pVelocity,pvelocity.com,Kang Lu,CTO,Other / Unknown,Needs validation,A,HIGH
66ed92794c2cdd00017d38f4,pVelocity,pvelocity.com,Dale De***s,CEO,Other / Unknown,Needs validation,A,HIGH
6050c79577eda3000138b010,Silamoney,silamoney.com,Derek Zu***g,"Head of Product, Senior Product Director",Other / Unknown,Needs validation,A,HIGH
690738beb800ad00018411b7,Nimble,nimble.com,Dmytro Ty***o,Project / Product Manager,Web Scraping / Data Extraction,Web crawling / data extraction at scale,D,HIGH
66f52cf991b2640001045225,Crayon,crayon.com,Erik Es***a,COO,Other / Unknown,Needs validation,A,HIGH
60ccdff88d2df10001ebde8e,Crayon,crayon.com,Larrie Cl***k,Chief Technology Officer,Other / Unknown,Needs validation,A,HIGH
61122e81007a0c00019e1cb1,Crayon,crayon.com,Rolf St***r,CEO,Other / Unknown,Needs validation,A,HIGH
60e9970a501447000199736d,Crayon,crayon.com,Ziad Ri***k,Chief Executive Officer,Other / Unknown,Needs validation,A,HIGH
67ea2dc80904770001f73b5b,Crayon,crayon.com,Rune Sy***n,CEO,Other / Unknown,Needs validation,A,HIGH
64e66c8e510a190001c8bf78,Crayon,crayon.com,Marta Ge***s,"VP, CTO Office",Other / Unknown,Needs validation,A,HIGH
54c17c037468691639dfdc14,Syncron,syncron.com,Josh We***s,Chief Executive Officer,Other / Unknown,Needs validation,A,HIGH
64a41d7f34630600012eab7d,Syncron,syncron.com,Sean O'***l,Chief Product & Technology Officer,Other / Unknown,Needs validation,A,HIGH
64a3ff4651c5af0001080881,Syncron,syncron.com,Dakshinamurthy Ka***a,Vice President Engineering,Other / Unknown,Needs validation,B,HIGH
66fbabd6ef030c0001bd23c3,Syncron,syncron.com,Alexander Ko***v,VP InfoSec & Tech Risk / CISO,Other / Unknown,Needs validation,B,HIGH
60dd468c8912d1000121d57f,SISTRIX,sistrix.com,Johannes Be***s,CEO / Founder,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
60af91aae55a5600015e3e66,Free SEO Scan,seobility.net,Thomas Sc***r,CTO,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f711691f1450000134e571,Free SEO Scan,seobility.net,Matthias Lu***t,CEO & Managing Director,SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
66f55931bf3e040001b2c8fc,Free SEO Scan,seobility.net,Daniel Sc***r,Technical SEO Support Lead,SEO / SERP Data,SERP scraping / rank tracking,D,HIGH
66ed3bcb8254e10001f8bb4d,Contify,contify.com,Mohit Bh***i,Founder & CEO,Other / Unknown,Needs validation,A,HIGH
5f492f72266b9a008c93e7d1,Contify,contify.com,Pooja Kh***i,Manager - Product & Strategy - CEO's Office,Other / Unknown,Needs validation,A,HIGH
67a607b15e46ef0001796728,Contify,contify.com,Siddhant Sh***a,Content Manager - Product Marketing,Other / Unknown,Needs validation,D,HIGH
688256c2773b950001daa033,Tryprofound,tryprofound.com,Dylan Ba***s,"Co-Founder, CTO",SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
6927d94246f8f60001ca5e1f,Tryprofound,tryprofound.com,James Ca***r,"Co-Founder, CEO",SEO / SERP Data,SERP scraping / rank tracking,A,HIGH
